Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0177-PXBAT,Male,78,Yes,0,Desert Center,92239,34,-115,7,33,None,Yes,25,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110,3695,0,0,830,4525,Stayed,Not churned,unknown
0178-CIIKR,Female,60,No,0,Crows Landing,95313,37,-121,0,3,None,Yes,3,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,58,0,0,8,66,Joined,Not churned,unknown
0178-SZBHO,Male,54,Yes,1,Tuolumne,95379,38,-120,7,47,None,Yes,1,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87,4017,0,0,51,4069,Stayed,Not churned,unknown
0181-RITDD,Male,42,Yes,3,San Diego,92120,33,-117,2,62,None,Yes,2,No,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108,6826,0,0,109,6935,Stayed,Not churned,unknown
0186-CAERR,Male,22,No,0,Auburn,95603,39,-121,0,71,None,Yes,3,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116,8310,0,0,204,8514,Stayed,Not churned,unknown
0187-QSXOE,Male,71,Yes,0,Fresno,93725,37,-120,8,7,None,Yes,42,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89,605,0,0,294,899,Stayed,Not churned,unknown
0187-WZNAB,Female,56,Yes,2,Del Rey,93616,37,-120,6,27,Offer C,Yes,47,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74,1972,0,0,1260,3232,Stayed,Not churned,unknown
0188-GWFLE,Male,33,No,0,Redwood City,94065,38,-122,0,2,None,Yes,2,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,34,0,0,4,37,Joined,Not churned,unknown
0191-EQUUH,Female,32,No,3,Landers,92285,34,-117,0,25,Offer C,No,0,No internet service,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35,844,0,0,0,844,Stayed,Not churned,unknown
0191-ZHSKZ,Male,80,No,0,Hawthorne,90250,34,-118,0,30,None,Yes,39,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,75,2111,0,0,1158,3270,Stayed,Not churned,unknown
0193-ESZXP,Female,73,Yes,0,Oceano,93445,35,-121,1,58,None,Yes,17,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106,6206,0,0,983,7188,Churned,Attitude,Attitude of support person
0195-IESCP,Male,26,Yes,0,Armona,93202,36,-120,1,10,Offer D,Yes,2,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85,855,0,100,20,976,Churned,Competitor,Competitor offered more data
0196-JTUQI,Female,59,No,0,Clarksburg,95612,38,-122,0,9,None,Yes,9,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75,634,0,0,83,717,Stayed,Not churned,unknown
0196-VULGZ,Female,78,Yes,0,Irvine,92620,34,-118,1,6,None,Yes,29,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,475,0,0,172,647,Churned,Other,Deceased
0197-PNKNK,Female,47,Yes,1,Scotts Valley,95066,37,-122,7,69,None,Yes,39,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84,5849,0,40,2685,8574,Stayed,Not churned,unknown
0201-MIBOL,Female,68,No,0,Salida,95368,38,-121,0,66,None,Yes,10,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102,6472,0,0,690,7162,Stayed,Not churned,unknown
0201-OAMXR,Female,30,No,0,Mckinleyville,95519,41,-124,0,70,Offer A,Yes,10,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116,8128,0,0,715,8842,Churned,Dissatisfaction,Network reliability
0203-HHYIJ,Male,62,No,0,Atherton,94027,37,-122,0,25,Offer C,Yes,6,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Bank Withdrawal,25,676,0,0,139,816,Churned,Price,Long distance charges
0206-OYVOC,Female,52,Yes,2,Huntington Beach,92649,34,-118,1,46,Offer B,Yes,24,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Credit Card,19,864,0,0,1119,1983,Stayed,Not churned,unknown
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,34,-117,7,54,Offer B,Yes,11,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115,6050,0,0,616,6665,Stayed,Not churned,unknown
0207-MDKNV,Female,54,No,0,Daly City,94014,38,-122,0,15,None,Yes,22,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105,1583,0,0,336,1919,Churned,Competitor,Competitor made better offer
0208-BPQEJ,Female,48,Yes,1,Middletown,95461,39,-123,0,12,Offer D,Yes,8,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Bank Withdrawal,19,198,0,0,99,297,Stayed,Not churned,unknown
0212-ISBBF,Female,51,No,0,Berkeley,94705,38,-122,0,22,None,No,0,No internet service,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50,1099,0,0,0,1099,Stayed,Not churned,unknown
0214-JHPFW,Female,22,Yes,0,Lost Hills,93249,36,-120,9,70,None,No,0,No internet service,Yes,Cable,85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,58,4039,1,0,0,4038,Stayed,Not churned,unknown
0215-BQKGS,Male,52,No,0,Garden Grove,92844,34,-118,0,30,Offer C,Yes,25,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84,2439,0,130,742,3310,Stayed,Not churned,unknown
0218-QNVAS,Male,22,Yes,1,Indio,92203,34,-116,1,71,Offer A,Yes,28,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101,7114,17,0,2012,9109,Stayed,Not churned,unknown
0219-QAERP,Male,33,Yes,0,Oxnard,93033,34,-119,2,30,None,Yes,10,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,20,577,0,0,294,871,Stayed,Not churned,unknown
0219-YTZUE,Male,26,Yes,0,San Diego,92122,33,-117,5,4,Offer E,Yes,29,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,372,0,0,115,487,Churned,Competitor,Competitor made better offer
0220-EBGCE,Male,58,No,0,Escondido,92027,33,-117,0,2,Offer E,Yes,14,No,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,167,0,0,28,196,Churned,Competitor,Competitor made better offer
0221-NAUXK,Male,22,No,1,Moreno Valley,92553,34,-117,0,10,None,Yes,8,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,Yes,Bank Withdrawal,20,220,0,0,79,298,Stayed,Not churned,unknown
0221-WMXNQ,Male,66,No,0,Chino,91710,34,-118,0,4,Offer E,Yes,36,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75,273,0,0,146,419,Stayed,Not churned,unknown
0222-CNVPT,Male,69,No,0,Sacramento,95820,39,-121,0,52,Offer B,No,0,No internet service,Yes,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,49,2555,0,0,0,2555,Stayed,Not churned,unknown
0224-HJAPT,Male,25,No,0,San Diego,92117,33,-117,0,5,None,Yes,22,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47,223,0,0,110,333,Churned,Competitor,Competitor made better offer
0224-NIJLP,Male,30,Yes,3,Turlock,95380,37,-121,1,8,Offer E,Yes,3,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,166,0,0,23,188,Stayed,Not churned,unknown
0224-RLWWD,Female,73,No,0,Calexico,92231,33,-115,0,2,Offer E,Yes,24,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44,89,0,0,48,137,Joined,Not churned,unknown
0225-ZORZP,Male,46,No,0,Groveland,95321,38,-120,0,3,Offer E,Yes,14,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84,235,0,0,41,276,Joined,Not churned,unknown
0228-MAUWC,Male,40,No,0,Los Gatos,95033,37,-122,0,19,Offer D,Yes,12,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60,1145,0,0,225,1370,Stayed,Not churned,unknown
0229-LFJAF,Male,53,No,0,Clovis,93611,37,-120,0,72,Offer A,Yes,4,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,70,4908,0,0,264,5172,Stayed,Not churned,unknown
0230-UBYPQ,Male,76,Yes,0,Hyampom,96046,41,-123,2,63,Offer B,No,0,No internet service,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36,2299,0,0,0,2299,Stayed,Not churned,unknown
0230-WEQUW,Male,38,Yes,0,Woodland Hills,91364,34,-119,1,66,None,No,0,No internet service,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,57,3789,0,0,0,3789,Stayed,Not churned,unknown
0231-LXVAP,Male,23,No,0,Temecula,92592,34,-117,0,1,None,Yes,45,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76,76,0,0,45,120,Churned,Competitor,Competitor made better offer
0233-FTHAV,Female,24,No,0,Livingston,95334,37,-121,0,60,None,Yes,15,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79,4765,0,0,917,5682,Stayed,Not churned,unknown
0234-TEVTT,Female,43,Yes,3,Tulare,93274,36,-119,3,48,None,No,0,No internet service,Yes,DSL,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196,0,0,0,2196,Stayed,Not churned,unknown
0235-KGSLC,Female,45,No,0,Buellton,93427,35,-120,0,1,Offer E,Yes,33,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86,86,0,0,33,119,Churned,Other,Moved
0236-HFWSV,Male,49,No,0,Palmdale,93552,35,-118,0,15,None,Yes,49,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93,1445,0,0,734,2179,Churned,Competitor,Competitor had better devices
0237-YFUTL,Female,62,Yes,0,Midway City,92655,34,-118,4,50,Offer B,Yes,35,Yes,Yes,Fiber Optic,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110,5406,0,0,1728,7134,Stayed,Not churned,unknown
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,39,-121,10,72,Offer A,Yes,34,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90,6339,0,0,2430,8769,Stayed,Not churned,unknown
0239-OXEXL,Female,37,No,0,Oakland,94619,38,-122,0,46,None,Yes,43,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84,3848,0,100,1990,5938,Stayed,Not churned,unknown
0244-LGNFY,Female,35,Yes,1,San Anselmo,94960,38,-123,4,72,None,Yes,30,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93,6733,0,0,2160,8893,Stayed,Not churned,unknown
0247-SLUJI,Male,37,Yes,3,Duarte,91010,34,-118,2,1,None,Yes,34,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,20,0,0,34,54,Joined,Not churned,unknown
0248-IPDFW,Female,19,No,0,Lake Elsinore,92530,34,-117,0,1,None,Yes,29,Yes,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50,50,0,0,29,79,Joined,Not churned,unknown
0248-PGHBZ,Female,69,No,0,San Clemente,92672,33,-118,0,67,Offer A,Yes,3,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92,6141,0,0,172,6313,Stayed,Not churned,unknown
0253-ZTEOB,Female,44,Yes,1,Los Angeles,90004,34,-118,5,48,None,Yes,9,Yes,Yes,DSL,27,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80,3870,0,0,429,4299,Stayed,Not churned,unknown
0254-FNMCI,Female,19,No,0,Downey,90241,34,-118,0,72,None,Yes,42,No,Yes,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110,7624,0,0,3018,10642,Stayed,Not churned,unknown
0254-KCJGT,Male,64,Yes,0,Bodega Bay,94923,38,-123,6,52,Offer B,Yes,41,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81,4354,0,0,2150,6504,Stayed,Not churned,unknown
0254-WWRKD,Female,44,Yes,3,Challenge,95925,39,-121,1,67,Offer A,Yes,47,No,Yes,Cable,28,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51,3432,0,0,3142,6574,Stayed,Not churned,unknown
0256-LTHVJ,Female,58,Yes,0,Ludlow,92338,35,-116,1,28,Offer C,Yes,17,No,Yes,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81,2227,0,0,472,2699,Churned,Competitor,Competitor had better devices
0257-KXZGU,Female,29,Yes,1,Santa Clara,95051,37,-122,9,32,Offer C,Yes,33,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62,2046,0,0,1065,3111,Stayed,Not churned,unknown
0257-ZESQC,Female,80,Yes,0,Perris,92571,34,-117,2,27,None,Yes,7,No,Yes,Cable,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,1929,0,0,190,2119,Churned,Attitude,Attitude of support person
0258-NOKBL,Male,22,No,0,Fortuna,95540,41,-124,0,3,None,Yes,31,No,Yes,Fiber Optic,73,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90,268,0,0,94,363,Joined,Not churned,unknown
0259-GBZSH,Male,22,No,0,San Diego,92122,33,-117,0,2,Offer E,Yes,40,Yes,Yes,Cable,27,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,182,0,0,81,262,Churned,Competitor,Competitor made better offer
0260-ZDLGK,Female,50,No,2,San Dimas,91773,34,-118,0,9,None,Yes,35,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73,651,0,0,319,971,Churned,Competitor,Competitor made better offer
0263-FJTQO,Male,53,Yes,2,Rescue,95672,39,-121,10,50,Offer B,Yes,44,Yes,Yes,Cable,28,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70,3487,0,0,2224,5711,Stayed,Not churned,unknown
0264-CNITK,Female,45,Yes,2,Clio,96106,40,-121,1,71,None,Yes,31,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,20,1390,0,0,2203,3593,Stayed,Not churned,unknown
0265-EDXBD,Male,76,Yes,0,San Diego,92122,33,-117,2,32,Offer C,Yes,47,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,2303,0,0,1515,3818,Churned,Attitude,Attitude of support person
0265-PSUAE,Female,57,Yes,3,Lotus,95651,39,-121,10,16,Offer D,Yes,27,No,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101,1523,0,0,436,1959,Stayed,Not churned,unknown
0266-CLZKZ,Female,45,Yes,3,San Marcos,92078,33,-117,8,67,Offer A,Yes,18,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106,6718,0,0,1192,7910,Stayed,Not churned,unknown
0266-GMEAO,Male,43,Yes,1,Lompoc,93436,35,-120,1,72,None,Yes,16,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114,8059,0,0,1148,9206,Stayed,Not churned,unknown
0268-QKIWO,Female,41,No,0,Pilot Hill,95664,39,-121,0,3,Offer E,Yes,25,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Bank Withdrawal,20,59,0,0,74,133,Churned,Attitude,Attitude of support person
0269-XFESX,Male,22,Yes,3,San Francisco,94133,38,-122,1,23,None,Yes,48,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,24,538,0,0,1104,1643,Stayed,Not churned,unknown
0270-THENM,Male,62,Yes,2,Mission Hills,91345,34,-118,1,72,None,Yes,28,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,70,5102,25,0,2043,7120,Stayed,Not churned,unknown
0274-JKUJR,Male,21,Yes,2,Los Angeles,90040,34,-118,9,7,Offer E,No,0,No internet service,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,466,0,0,0,466,Stayed,Not churned,unknown
0277-BKSQP,Male,49,Yes,3,Harbor City,90710,34,-118,10,8,Offer E,Yes,2,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54,475,0,0,12,488,Stayed,Not churned,unknown
0277-ORXQS,Male,33,Yes,4,San Francisco,94108,38,-122,9,66,Offer A,No,0,No internet service,Yes,Cable,23,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,51,3365,0,110,0,3475,Stayed,Not churned,unknown
0278-YXOOG,Male,30,No,0,Inglewood,90301,34,-118,0,5,Offer E,Yes,34,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,21,114,0,0,171,285,Churned,Attitude,Attitude of support person
0280-XJGEX,Male,38,No,1,Los Angeles,90015,34,-118,0,49,None,Yes,44,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104,5036,0,0,2172,7208,Churned,Competitor,Competitor had better devices
0281-CNTZX,Male,56,Yes,0,Pescadero,94060,37,-122,2,63,Offer B,Yes,38,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Bank Withdrawal,20,1235,0,0,2417,3651,Stayed,Not churned,unknown
0282-NVSJS,Female,70,Yes,1,Aromas,95004,37,-122,1,12,Offer D,No,0,No internet service,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29,356,0,0,0,356,Stayed,Not churned,unknown
0285-INHLN,Male,54,Yes,6,Badger,93603,37,-119,5,27,None,Yes,36,No,Yes,DSL,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55,1510,0,0,977,2487,Stayed,Not churned,unknown
0289-IVARM,Female,57,No,0,Parlier,93648,37,-120,0,35,None,Yes,45,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61,1983,0,0,1568,3551,Stayed,Not churned,unknown
0292-WEGCH,Female,40,Yes,2,Death Valley,92328,36,-117,7,54,Offer B,Yes,4,Yes,Yes,DSL,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,4524,0,0,234,4758,Stayed,Not churned,unknown
0295-PPHDO,Male,56,No,0,La Puente,91744,34,-118,0,1,None,Yes,6,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,95,0,0,6,101,Churned,Competitor,Competitor had better devices
0295-QVKPB,Male,38,No,0,Riverdale,93656,36,-120,0,5,Offer E,Yes,14,No,Yes,DSL,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64,318,0,0,70,388,Stayed,Not churned,unknown
0297-RBCSG,Male,61,No,0,San Francisco,94104,38,-122,0,19,None,Yes,42,No,Yes,DSL,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65,1232,0,60,794,2086,Stayed,Not churned,unknown
0298-XACET,Male,35,Yes,2,Berry Creek,95916,40,-121,1,52,None,No,0,No internet service,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50,2554,27,0,0,2527,Stayed,Not churned,unknown
0301-FIDRB,Female,61,Yes,3,Fulton,95439,38,-123,8,72,None,No,0,No internet service,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,64,4684,0,0,0,4684,Stayed,Not churned,unknown
0301-KOBTQ,Male,50,No,0,Capitola,95010,37,-122,0,32,None,Yes,15,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Bank Withdrawal,20,614,10,0,477,1082,Stayed,Not churned,unknown
0302-JOIVN,Female,47,Yes,0,San Diego,92109,33,-117,1,8,None,Yes,17,No,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101,843,0,0,135,978,Churned,Competitor,Competitor made better offer
0303-UNCIP,Male,35,No,0,Claremont,91711,34,-118,0,41,Offer B,Yes,38,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2532,0,140,1540,4211,Stayed,Not churned,unknown
0303-WMMRN,Male,32,No,0,Glendale,91207,34,-118,0,5,None,Yes,21,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Credit Card,19,86,0,0,105,191,Stayed,Not churned,unknown
0305-SQECB,Female,54,No,1,Gardena,90248,34,-118,0,11,None,No,0,No internet service,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36,403,0,100,0,503,Stayed,Not churned,unknown
0306-JAELE,Male,61,No,0,Fallbrook,92028,33,-117,0,5,None,Yes,31,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,453,0,0,155,609,Churned,Competitor,Competitor made better offer
0307-BCOPK,Female,62,No,0,San Francisco,94134,38,-122,0,16,Offer D,Yes,42,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,19,327,0,0,664,991,Stayed,Not churned,unknown
0308-GIQJT,Male,80,No,0,San Diego,92126,33,-117,0,71,None,Yes,6,Yes,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,106,7383,0,0,433,7816,Stayed,Not churned,unknown
0308-IVGOK,Female,23,No,0,Santa Ana,92703,34,-118,0,11,None,No,0,No internet service,Yes,DSL,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40,423,0,0,0,423,Stayed,Not churned,unknown
0310-MVLET,Female,63,Yes,0,Snelling,95369,38,-120,1,61,None,Yes,49,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,6010,0,0,3009,9019,Churned,Dissatisfaction,Service dissatisfaction
0310-SUCIN,Female,50,Yes,0,Darwin,93522,36,-118,2,71,None,Yes,23,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,85,6046,0,0,1637,7683,Stayed,Not churned,unknown
